Machine_Type,Company Code,Name of recipient,Equipment,Description of technical object,Status,Specification,Chassis number,Engine serial number,Engine Model,Engine power,Engine capacity,License plate number,Tax,Insurance,Duties,Note,Class,Asset,Manufacturer of asset,Keyword,Registered
Support,1000,รถไฟ4-7สระบุรี_2000,SBC-002,เครื่องตัดเหล็ก NIMUT 32mm.Bar Cutter,ใช้งาน,,C3480,,,0,0,,,,0,,SBC,123000000000,NIMUT,เครื่องตัดเหล็ก BAR CUTTER,
Support,1000,รถไฟ4-7สระบุรี_2000,SBC-003,เครื่องตัดเหล็ก NIMUT 32mm.Bar Cutter,ใช้งาน,,C3641,,,0,0,,,,0,,SBC,123000000000,NIMUT,เครื่องตัดเหล็ก BAR CUTTER,
Support,1000,รถไฟ4-7สระบุรี_2000,SBC-004,เครื่องตัดเหล็ก NIMUT 32mm.Bar Cutter,ใช้งาน,,,,,0,0,,,,0,,SBC,123000000000,NIMUT,เครื่องตัดเหล็ก BAR CUTTER,
Support,2000,พระราม 3-ตอน 1_1000,SBC-005,เครื่องตัดเหล็ก NIMUT 32mm.Bar Cutter,ใช้งาน,,C4266,,,0,0,,,,0,,SBC,223000000000,NIMUT,เครื่องตัดเหล็ก BAR CUTTER,
Support,2000,พระราม 3-ตอน 1_1000,SBC-006,เครื่องตัดเหล็ก NIMUT 32mm.Bar Cutter,ใช้งาน,,C4267,,,0,0,,,,0,,SBC,223000000000,NIMUT,เครื่องตัดเหล็ก BAR CUTTER,
Support,2000,รถไฟ4-7สระบุรี_2000,SBC-007,เครื่องตัดเหล็ก NIMUT 32mm.Bar Cutter,ใช้งาน,,,,,0,0,,,,0,,SBC,223000000000,,เครื่องตัดเหล็ก BAR CUTTER,
Heavy,1000,ศูนย์ซ่อมกระบี่_1000,SBT-001,เรือดูดทราย,Stand by/รอย้าย,,,,,0,0,,,,0,,SBT,121000000000,เรือดูดทราย,เรือดูดทราย,
Vehicle,1000,สนญ CCSP,SC-061,รถยนต์นั่งเก๋ง NISSAN TIIDA,ใช้งาน,,MNTFBAC11Z0000214,MR18-029043A,NISSAN,126,1.8,ชฟ-9089 กทม.,22/1/2569,22/8/2569,"2,097.00",กลุ่ม 4 /เฉพาะกิจ,SC,131000000000,NISSAN,รถนั่งส่วนบุคคล,22/8/2550
Vehicle,2000,สร้างเขื่อน ค.ส.ล. สถานีสูบน้ำพระโข,SC-062,รถยนต์นั่งเก๋ง COROLLA ALTIS 1.6G,ใช้งาน,,MR2BK3BE800026285,1ZRZ075496,,125,0,4ขษ-5134 กทม.,11/10/2569,2/11/2569,"3,594.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,SC,231000000000,โตโยต้า เภรตรา,รถนั่งส่วนบุคคล,2/11/2566
Vehicle,1000,ก่อสร้างวางท่อประปาประชาชื่น,SC-063,รถยนต์นั่งเก๋ง Yaris Cross 1.5 HEV Smart,ใช้งาน,งานประปา ประชาชื่น,MR2A78BF804016464,2NR5863459,,0,0,5ขณ-1464 กทม.,5/3/2568,5/4/2569,"3,288.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,SC,133000000000,,รถนั่งส่วนบุคคล,5/4/2567
Plant,1000,โรงงานเหล็ก สระบุรี,SCT-001,แพล้นท์ผสมหินซีเมนต์,Stand by/รอย้าย,,,,,0,0,,,,0,,SCT,121000000000,,แพล้นซอยซีเมนต์,
Plant,1000,โรงงานเหล็ก สระบุรี,SCT-002,แพล้นท์ผสมหินซีเมนต์,Stand by/รอย้าย,,,,,0,0,,,,0,,SCT,121000000000,,แพล้นซอยซีเมนต์,
Support,2000,รถไฟ4-7สระบุรี_2000,SKC-002,เครื่องสกีปาดหน้า+เครื่องยนต์ HONDA GP16,ใช้งาน,,,,,0,0,,,,0,,SKC,223000000000,,เครื่องสกีปาดหน้าคอนกรีต,
Support,1000,ทล.3901ตอน2.2_1000,SKC-004,เครื่องสกีปาดหน้า+เครื่องยนต์HONDA GX120,Stand by/รอใช้งาน,ขนาด 4M. ปาดจริง 3.5M.,,,,0,0,,,,0,,SKC,123000000000,,เครื่องสกีปาดหน้าคอนกรีต,
Support,1000,ศูนย์ซ่อมสระบุรี_1000,SOILT-001,ชุดเครื่องมือทดสอบงานดิน,Stand by/รอใช้งาน,งานวิภาวดี_(ย้ายจาก_B31),,,,0,0,,,,0,,SOILT,123000000000,,เครื่องมือทดสอบLAB,
Support,1000,ศูนย์อยุธยา_1000,SOILT-002,ชุดเครื่องมือทดสอบงานดิน,Stand by/รอใช้งาน,บางพระ-หนองขาม,,,,0,0,,,,0,,SOILT,123000000000,,เครื่องมือทดสอบLAB,
Support,1000,รถไฟ4-7สระบุรี_2000,SOILT-003,ชุดเครื่องมือทดสอบงานดิน(CHINA),ใช้งาน,ย้ายมาจากสีคิ้ว-กุด,,,,0,0,,,,0,,SOILT,123000000000,,เครื่องมือทดสอบLAB,
Support,1000,รถไฟ4-7สระบุรี_2000,SOILT-004,ชุดเครื่องมือทดสอบงานดิน,ใช้งาน,ย้ายจาก B29,,,,0,0,,,,0,,SOILT,,,เครื่องมือทดสอบLAB,
Support,2000,แจ้งวัฒนะ-ปากเกร็ด,SOILT-005,ชุดเครื่องมือทดสอบงานดิน,ใช้งาน,ซื้อใหม่งานแจ้งวัฒนะ,,,,0,0,,,,0,,SOILT,223000000000,,เครื่องมือทดสอบLAB,
Support,2000,ทล.3901ตอน2.2_2000,SOILT-006,ชุดเครื่องมือทดสอบงานดิน,Stand by/รอใช้งาน,ขายให้ THE WIN วิภา3,,,,0,0,,,,0,,SOILT,,,เครื่องมือทดสอบLAB,
Support,1000,ศูนย์ซ่อมสระบุรี_1000,SOILT-007,ชุดเครื่องมือทดสอบงานดิน,Stand by/รอใช้งาน,ย้ายมาจาก ทล. 2.1,,,,0,0,,,,0,,SOILT,,,เครื่องมือทดสอบLAB,
Heavy,1000,ศูนย์ซ่อมกระบี่_1000,SP-001,รถทำผิวทางสเลอรี่ซีล NISSAN CWM430,Stand by/รอย้าย,,CWM430M-13718,PE6-186849T,NISSAN-PE6,290,0,92-2427 กทม.,,30/6/2569,"3,600.00",GPS:MAPPOINT,SP,131000000000,NISSAN,รถลาดยางมีถังสเปร์ยฉีด,25/7/2539
Heavy,3000,ทล.3901ตอน2.2_3000,SR-083,รถบดล้อเรียบเปลือกหนาม SAKAI SV500 DF,Stand by/รอใช้งาน,,VSV4D-10221,6BD1-740338,ISUZU - 6BD1,118,0,1ถ-6859 กทม.,,9/10/2569,300,,SR,321000000000,SAKAI,รถบดสั่นสะเทือน,9/10/2539
Heavy,3000,ศูนย์ซ่อมสระบุรี_3000,SR-084,รถบดสั่นสะเทือนล้อหนาม SAKAI SV500 DF,Stand by/รอใช้งาน,ใส่หนาม+OK,VSV4D-10222,6BD1-739997,ISUZU - 6BD1,118,5.79,1ถ-6597 กทม.,,13/6/2569,300,,SR,321000000000,SAKAI,รถบดสั่นสะเทือน,13/6/2539
Heavy,3000,อ่างเก็บน้ำห้วยฉลอม ตาก,SR-085,รถบดสั่นสะเทือนล้อเรียบ SAKAI SV500 DF,ใช้งาน,,VSV4D-10224,6BD1-742205,ISUZU-6BD1,118,0,1ถ-6830 กทม.,,24/9/2569,300,,SR,321000000000,SAKAI,รถบดสั่นสะเทือน,24/9/2539
Heavy,2000,อุโมงค์หัวหิน_1000,SR-182,รถบดสั่นสะเทือนล้อเรียบ SAKAI SV520D,ใช้งาน,,2SV31-10518,4BG1-100017,ISUZU-4BG1,112,0,ถข-3449 กทม.,,16/2/2569,300,,SR,221000000000,SAKAI,รถบดสั่นสะเทือน,16/2/2558
Heavy,1000,ควนกุน ตอน 1_1000,SR-183,รถบดล้อเรียบเปลือกหนาม HAMM 3410,Stand by/รอใช้งาน,ไม่ได้ใส่หนาม/ควนปลิง,H2061256,BF4M2012C-11350557,DEUTZ-BF4M2012C,128,0,ถข-4332 กทม.,,13/6/2569,300,,SR,121000000000,HAMM,รถบดสั่นสะเทือน,13/6/2560
Heavy,1000,ศูนย์ซ่อมสระบุรี_1000,SR-184,รถบดล้อเรียบเปลือกหนาม SAKAI SV520 DF,Stand by/รอใช้งาน,OK/,2SV3110984,105452,ISUZU 4BG1,112,0,ถข-3801 กทม.,,28/2/2569,300,,SR,121000000000,SAKAI,รถบดสั่นสะเทือน,28/2/2559
Heavy,2000,อ่างเก็บน้ำห้วยฉลอม ตาก,SR-185,รถบดล้อเรียบเปลือกหนาม SAKAI SV520 DF,ใช้งาน,อยู่ 4-7/ฝากหนามที่ศ.สบ.,2SV31-11329,4BG1-113640,4BG1-113640,112,0,ถข-4351 กทม.,,23/6/2569,300,,SR,221000000000,SAKAI,รถบดสั่นสะเทือน,23/6/2560
Heavy,2000,ศูนย์ซ่อมสระบุรี_2000,SR-187,รถบดล้อเรียบเปลือกหนาม SAKAI SV520 DF,Stand by/รอใช้งาน,,2SV31-11788,4BG1-119604,ISUZU-4BGIT,112,0,ถข-4352 กทม.,,23/6/2569,300,,SR,221000000000,SAKAI,รถบดสั่นสะเทือน,23/6/2560
Heavy,1000,ทล.3901ตอน2.2_1000,SR-188,รถบดสั่นสะเทือนล้อเรียบ Dynapac CA610D,ใช้งาน,ชุด3 บุญร่วม/PIN SIAM,10000128EJC007801,78431135,DYNAPAC,190,0,ถข-4984 กทม.,,18/7/2569,300,แถมPM18เดือน/บุญร่วม,SR,121000000000,พิณสยาม,รถบดสั่นสะเทือน,18/7/2562
Heavy,2000,ทล.3901ตอน2.2_2000,SR-189,รถบดสั่นสะเทือนล้อเรียบ HAMM 3410,ใช้งาน,,WGHOH217JHAA01029,12085845,3410SMOOTH DRUM,134,0,ถข-5112 กทม.,,4/2/2569,300,,SR,221000000000,STIT company,รถบดสั่นสะเทือน,4/2/2563
Heavy,1000,รถไฟ4-7สระบุรี_2000,SR-190,รถบดล้อเรียบเปลือกหนาม Hamm รุ่น 3410P,ใช้งาน,ถอน ก.ค.68 /,WGH0H217PHAA01027,12081536,HAMM3410,134,0,ถข-5457 กทม.,,28/1/2569,300,"แถมPM ฟรี2,000 ชม.",SR,121000000000,STIT company,รถบดสั่นสะเทือน,28/1/2564
Heavy,2000,ศูนย์ซ่อมสระบุรี_2000,SR-191,รถบดสั่นสะเทือนล้อเรียบ Dynapac CA610D,Stand by/รอใช้งาน,,10000128KLC000016,82296927,CUMMINS6BTAA5.9-C170,173,0,ถข-5564 กทม.,,17/5/2569,300,"รับประกัน4,000ชม./2ปี+PM",SR,221000000000,พิณสยาม,รถบดสั่นสะเทือน,17/5/2564
Heavy,2000,ทล.3901ตอน2.2_2000,SR-192,รถบดล้อเรียบเปลือกหนาม Dynapac CA30D,Stand by/รอใช้งาน,ใส่หนาม/,10300180TLE010406,02H84921713,COMMINS,102,0,ถข-5548 กทม.,,28/4/2569,300,,SR,221000000000,,รถบดสั่นสะเทือน,28/4/2564
Heavy,1000,ทล.3901ตอน2.2_1000,SR-193,รถบดล้อเรียบเปลือกหนาม Dynapac CA30D,Stand by/รอใช้งาน,ประสงค์/ระบบไฟ/ไม่ใส่หนาม,10300180TLE010407,02H84922829,COMMINS,102,0,ถข-5549 กทม.,,28/4/2569,300,,SR,121000000000,,รถบดสั่นสะเทือน,28/4/2564
Heavy,3000,อ่างเก็บน้ำห้วยฉลอม ตาก,SR-194,รถบดสั่นสะเทือนล้อเรียบ SAKAI SV521D,ใช้งาน,อยู่ 4-7,2SV66-10773,2SV6610773,ISUZU-4BGIT,112,0,ถข-5882 กทม.,,18/5/2569,300,,SR,321000000000,SAKAI,รถบดสั่นสะเทือน,18/5/2565
Heavy,2000,ศูนย์ซ่อมสระบุรี_2000,SR-195,รถบดสั่นสะเทือนล้อเรียบ SAKAI SV521D,Stand by/รอใช้งาน,,2SV66-11414,4BG1-149295,ISUZU 4BG1,112,0,ถข-6462 กทม.,,9/12/2569,300,,SR,226000000000,ISUZU,รถบดสั่นสะเทือน,9/12/2567
Heavy,1000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,SR-196,รถบดสั่นสะเทือนล้อเรียบ SAKAI SV521D,ใช้งาน,ควนปลิง,2SV66-11429,4BG1-149610,ISUZU 4BG1,112,0,ถข-6463 กทม.,,9/12/2569,300,,SR,126000000000,ISUZU,รถบดสั่นสะเทือน,9/12/2567
Heavy,1000,ควนกุน ตอน 1,SR-197,รถบดสั่นสะเทือนล้อเรียบ SAKAI SV521D,ใช้งาน,,2SV66-11536,4BG1-152697,ISUZU-4BG1,112,0,ถข-6564 กทม.,,22/5/2569,300,,SR,126000000000,,รถบดสั่นสะเทือน,22/5/2568
Heavy,1000,ศูนย์ซ่อมสระบุรี_1000,SR-198,รถบดสั่นสะเทือนล้อเรียบ SAKAI SV521D,Stand by/รอใช้งาน,,2SV66-11538,4BG1-152804,ISUZU-4BG1,112,0,ถข-6563 กทม.,,22/5/2569,300,,SR,126000000000,,รถบดสั่นสะเทือน,22/5/2568
Heavy,3000,ศูนย์ซ่อมสระบุรี_3000,SR-199,รถบดสั่นสะเทือนล้อเรียบ SAKAI SV521D,Stand by/รอใช้งาน,,2SV66-11508,4BG1-151061,ISUZU-4BG1,112,0,ถข-6514 กทม.,,25/3/2569,300,,SR,326000000000,,รถบดสั่นสะเทือน,25/3/2568
Heavy,1000,ศูนย์ซ่อมตรัง_1000,SR-200,รถบดสั่นสะเทือนล้อเรียบ SAKAI SV521D,Stand by/รอใช้งาน,"ฟรี PM 1,000 ชม.(4 ครั้ง)",2SV66-11571,4BG1-152998,4BG1,112,0,ถข-6671 กทม,,19/11/2569,300,,SR,126000000000,,รถบดสั่นสะเทือน,19/11/2568
Heavy,2000,ศูนย์ซ่อมตรัง_2000,SR-201,รถบดสั่นสะเทือนล้อเรียบ SAKAI SV521D,Stand by/รอใช้งาน,"ฟรี PM 1,000 ชม.(4 ครั้ง)",2SV66-11572,4BG1-153031,4BG1,112,0,ถข-6670 กทม,,19/11/2569,300,,SR,226000000000,,รถบดสั่นสะเทือน,19/11/2568
Heavy,2000,ศูนย์ซ่อมสระบุรี_2000,SR-202,รถบดสั่นสะเทือนล้อเรียบ SAKAI SV521D,Stand by/รอใช้งาน,"ฟรี PM 1,000 ชม.(4 ครั้ง)",2SV66-11573,4BG1-153046,4BG1,112,0,ถข-6672 กทม,,19/11/2569,300,,SR,226000000000,,รถบดสั่นสะเทือน,19/11/2568
Heavy,2000,ศูนย์ซ่อมสระบุรี_2000,SR-203,รถบดสั่นสะเทือนล้อเรียบ SAKAI SV521D,Stand by/รอใช้งาน,"ฟรี PM 1,000 ชม.(4 ครั้ง)",2SV66-11574,4BG1-153032,4BG1,112,0,ถข-6673 กทม,,19/11/2569,300,,SR,226000000000,,รถบดสั่นสะเทือน,19/11/2568
Heavy,1000,ศูนย์ซ่อมตรัง_1000,SRR-001,รถบดลูกหมาหน้าเหล็ก-หลังยาง SAKAI TG40,Stand by/รอใช้งาน,SR-140/,,,,0,0,,,,0,ไม่มีเอกสาร ไม่สามารถจดทะเบียนกับขนส่งได้,SRR,121000000000,SAKAI,รถบดสั่นสะเทือน ปูยาง,
Heavy,1000,ทล.3901ตอน2.2_1000,SRR-002,รถบดลูกหมาหน้าเหล็ก-หลังยาง SAKAI TG40,Stand by/รอใช้งาน,SR-141/M.สั่น,,,,0,0,,,,0,ไม่มีเอกสาร ไม่สามารถจดทะเบียนกับขนส่งได้,SRR,121000000000,SAKAI,รถบดสั่นสะเทือน ปูยาง,
Heavy,2000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,SRR-003,รถบดลูกหมาหน้าเหล็ก-หลังเหล็ก SAKAI SW41,ใช้งาน,SR-178/พระราม3,VSW210366,548323,ISUZU-SW41,30,0,ถข-5556 กทม.,,13/5/2569,300,,SRR,221000000000,SAKAI,รถบดสั่นสะเทือน ปูยาง,13/5/2564
Heavy,2000,ทล.3901 คลองพระยาสุเรนทร์-ประเวศ,SRR-005,รถบดทำผิวเบรคดาน์ว SAKAI SW70,Stand by/รอใช้งาน,เสริม ชุด1+2 / SR-179,SW70-30587,0507169C,ISUZU  SW-70,87,0,ถข-5568 กทม.,,17/5/2569,300,,SRR,221000000000,SAKAI,รถบดสั่นสะเทือน ปูยาง,17/5/2564
Heavy,2000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,SRR-006,รถบดทำผิวเบรคดาน์ว SAKAI SW652H-1K,Stand by/รอใช้งาน,ชุด2 พาณิชย์ / SR-181,1SW52-20145,V3307-T-BJ1263,KUBOTA  SW652H-1K,74,0,ถข-6374 กทม.,,26/8/2569,300,,SRR,221000000000,SAKAI,รถบดสั่นสะเทือน ปูยาง,17/12/2557
Heavy,3000,ทล.3901ตอน2.2_3000,SRR-007,รถบดทำผิวเบรคดาน์ว BOMAG รุ่น BW151AD-4,Stand by/รอใช้งาน,SR-186/,1.02E+11,11201517,DEUTZ TD2011,84,0,ถข-5398 กทม.,,27/11/2569,300,,SRR,321000000000,BOMAG,รถบดสั่นสะเทือน ปูยาง,27/11/2563
Heavy,1000,ศูนย์อยุธยา_1000,SRR-008,รถบดทำผิวเบรคดาวน์ SAKAI SW652H-1K,ใช้งาน,ชุด1 แช่ม,1SW5220635,V3307-T-8RE4855,KUBOTA-V3307,74,0,ถข-6513 กทม.,,25/3/2569,300,,SRR,126000000000,,รถบดสั่นสะเทือน ปูยาง,25/3/2568
Heavy,2000,รถไฟ4-7สระบุรี_2000,SSR-001,รถบดเดินตาม SAKAI HV80ST 1 Ton,ใช้งาน,,VHV14-55150,,YANMAR L100V1-RESAYI,0,0,,,,0,,SSR,221000000000,,รถบดเดินตาม,
Support,1000,แพล้นท์ Segment สระบุรี_1000,STL-001,รถยก4ล้อ SHUTTLE LIFT DB-110,ใช้งาน,,,,,0,0,,,,0,,STL,121000000000,SHUTTLE LIFT,SHUTTLE LIFT,
Support,1000,แพล้นท์ Segment สระบุรี_1000,STL-002,รถยก4ล้อ CIMOLAI MST 160,ใช้งาน,มอเตอร์ตัวเดิน,AM345-2349005,,,0,0,,,,0,,STL,121000000000,CIMOLAI,SHUTTLE LIFT,
Crane,2000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,T-020,รถบริการ 6 ล้อ ISUZU NPR หลังคา,Stand by/รอใช้งาน,บริการ/แสงสว่าง,JAANPR59LK7105947,4BD1-217369,ISUZU-4BD1,115,0,87-4261 กทม.,,30/6/2569,"2,400.00",,T,231000000000,ISUZU,"รถออยเลอร์, หางเป็ด, เฮียบเครน",25/9/2533
Crane,2000,รถไฟ4-7สระบุรี_2000,T-032,รถบริการ 6 ล้อ หลังคาISUZU NPR,ใช้งาน,ต้น/ช่างไฟอาคาร,NPR59LU5M7103652,4BD1-350046,ISUZU-4BD1,115,0,88-7965 กทม.,23/5/2569,30/6/2569,"2,400.00",,T,231000000000,ISUZU,"รถออยเลอร์, หางเป็ด, เฮียบเครน",3/7/2535
